Ano,Enunciado_Alternativas,Area_de_Conhecimento
2022,"A conquista da medalha de prata por Rayssa Leal, no skate street nos Jogos Olímpicos, é exemplo da representatividade feminina no esporte , avalia a âncora do jornal da rede de telev isão da CNN. A apresentadora, que também anda de skate, celebrou a vitória da brasileira, que entrou para a história como a atleta mais nova a subir num pódio defendendo o Brasil. “Essa representatividade do esporte nos Jogos faz pens armos que não temos que ficar nos encaixa ndo em nenhum lugar . Posso gostar de passar notícia e, mesmo assim, gostar de skate,  subir montanha, mergulhar , andar de bike, fazer yoga. Temos que parar de ficar enquadrando as pessoas dentro de regras. A gente vive num padrão no qual a menina ganha boneca, mas por que também não fazer um esporte de aventura? Por que o homem pode se machucar , cair de joelhos, e a menina tem que estar sempre lindinha dentro de um padrão? Acabam os limitando os talentos das pessoas”, afirmou a jornalista, sobre a prática do skate por mulheres. Disponível em: www .cnnbrasil.com.br . Acesso em: 31 out. 2021 (adaptado). O discurso da jornalista traz questionamentos sobre a relação  da conquista da skatista com a Aconciliação do jornalismo com a prática do skate . Binserção das mulheres na modalidade skate street. Cdesconstrução da noção do skate como modalidade masculina. Dvanguarda de ser a atleta mais jovem a subir no pódio olímpico. Econquista de medalha nos Jogos Olímpicos de Tóquio./",Linguagens
2022,"Assentamento Zanza daqui   Zanza pra acolá   Fim de feira, periferia afora   A cidade não mora mais em mim   Francisco, Serafim   Vamos embora    Ver o capim   Ver o baobá   Vamos ver a campina quando flora  A piracema, rios contravim   Binho, Bel, Bia, Quim   Vamos embora    Quando eu morrer   Cansado de guerra  Morro de bem   Com a minha terra:   Cana, caqui   Inhame, abóbora  Onde só vento se semeava outrora   Amplidão, nação, sertão sem fim  Ó Manuel, Miguilim   Vamos embora BUARQUE, C. As cidades . Rio de Janeiro: RCA, 1998 (fragmento). Nesse texto, predomina a função poética da linguagem. Entretanto, a função emotiva pode ser identificada no verso: A“Zanza pra acolá”. B“Fim de feira, periferia afora”. C“A cidade não mora mais em mim”. D“Onde só vento se semeava outrora”. E“Ó Manuel, Miguilim”./",Linguagens
2022,Disponível em: https://viva-porto.pt. Acesso em: 24 nov . 2021 (adaptado). A articul ação entre os elementos verbais e os não verbais do texto tem como propósito desencadear a Aidentificação de distinções entre mulheres e homens. Brevisão de representações estereotipadas de gênero. Cadoção de medidas preventivas de combate ao sexismo. Dratificação de comportamentos femininos e masculinos. Eretomada de opiniões a respeito da diversidade dos papéis sociais./,Linguagens
2022,"As línguas silenciadas do Brasil Para aprender a língua de seu povo, o professor Txaywa Pataxó, de 29 anos, precisou estuda r os fatores que, por diversas vezes, quase provocaram a extinção da língua patxôhã. Mergulhou na história do Brasil e descobriu fatos violentos que dispersaram os pataxós, forçados a abandonar a própria língua para escapar da perseguição. “Os pataxós se espalharam, principalmente, depois do Fogo de 1951. Queimaram tudo e expulsaram a gente das nossas terras. Isso constrange o nosso povo até hoje”, conta Txaywa, estudante da Universidade Federal de Minas Gerais e professor na aldeia Barra Velha, região de Porto  Seguro (BA). Mais de quatro décadas depois, membros da etnia retornaram ao antigo local e iniciaram um movimento de recuperação da língua patxôhã. Os filhos de Sameary Pataxó já são fluentes — e ela, que se mudou quando já era adulta para a aldeia, tenta aprender um pouc o com eles. “É a nossa identidade. Você diz quem você é por meio da sua língua”, afirma a professora de ensino fundamental sobre a importância de restaurar a língua dos pataxós. O patxôhã está entre as línguas indígenas faladas no Brasil: o IBGE estimou 274 línguas no último censo. A publicação  Povos indígenas no Brasil 2011/2016 , do Instituto Socioambiental, calcula 160. Antes da chegada dos portugueses, elas totalizavam mais de mil. Disponível em: https://brasil.elpais.com. Acesso em: 1 1 jun. 2019 (adaptado). O movim ento de recuperação da língua patxôhã assume um caráter identitário peculiar na medida em que Adenuncia o processo de perseguição histórica sofrida pelos povos indígenas. Bconjuga o ato de resistência étnica à preservação da memória cultural. Cassocia a preservação linguística ao campo da pesquisa acadêmica. Destimula o retorno de povos indígenas a suas terras de origem. Eaumenta o número de línguas indígenas faladas no Brasil./",Linguagens
2022,"Esaú e Jacó Bárbara entrou, enquanto o pai pegou da viola e passou ao patamar de pedra, à porta da esquerda. Era uma criaturinha leve e breve, saia borda da, chinelinha no pé. Não se lhe podia negar um corpo airoso. Os cabelos, apanhados no alto da cabeça por um pedaço de fita enxovalhada, faziam-lhe um solidéu natural, cuja borla era suprida por um raminho de arruda. Já vai nisto um pouco de sacerdotisa. O mistério estava nos olhos. Estes eram opacos, não sempre nem tanto que não fossem também lúcidos e agudos, e neste último estado eram igualmente compridos; tão compridos e tão agudos que entravam pela gente abaixo, revolviam o coração e tornavam cá fora, prontos para nova entrada e outro revolvimento. Não te minto dizendo que as duas sentiram tal ou qual fascinação. Bárbara interrogou-as; Natividade disse ao que vinha e entregou-lhe os retratos dos filhos e os cabelos cortados, por lhe haverem dito que bastava. — Basta, confirmou Bárbara. Os meninos são seus filhos? — São. ASSIS, M. Obra completa . Rio de Janeiro: Nova Aguilar , 1994. No relato da visita de duas mulheres ricas a uma vidente no Morro do Castelo, a ironia — um dos traços mais representativos da narrativa machadiana — consiste no Amodo de vestir dos moradores do morro carioca. Bsenso prático em relação às oportunidades de renda. Cmistério que cerca as clientes de práticas de vidência. Dmisto de singeleza e astúcia dos gestos da personagem. Einteresse do narrador pelas figuras femininas ambíguas./",Linguagens
2022,"A senho ra mani festava-se por atos, por gestos, e sobretudo por um certo silêncio, que amargava, que esfolava. Porém desmoralizar escancaradamente o marido, não era com ela. [...] As negra s receberam ordem para meter no serviço a gente do tal compadre Silveira : as cunhadas, ao fuso; os cunhados, ao campo, tratar do gado com os vaqueiros; a mulher e as irmãs, que se ocupassem  da ninhada. Margarida não tivera filhos, e como os desejasse com a força de suas vontades, tratava sempre bem aos pequen itos e às mães que os estavam criando. Não era isso uma sentimentalidade cristã, uma ternura, era o egoísta e cru instinto da maternidade, obrando por mera simpa tia carnal. Quanto ao pai do lote (referia-se ao Antônio), esse que fosse ajudar ao vaqueiro das bestas. Ordens dadas, o Quinquim referendava. Cada um moralizava o outro, para moralizar-se . PAIVA, M. O. Dona Guidinha do Poço .Rio de Janeiro: Tecnoprint, s/d. No trecho do romance naturali sta, a forma como o narrador julga comportamentos e emoções das personagens femininas revela influência do pensamento Acapitalista, marcado pela distribuição funcional do trabalho. Bliberal, buscando a igualdade entre pessoas escravizadas e livres. Ccientífico, considerando o ser humano como um fenômeno biológico. Dreligioso, fundamentado na fé e na aceitação dos dogmas do cristianismo. Eafetivo, manifesto na determinação de acolher familiares e no respeito mútuo./",Linguagens
2022,"Era o êxodo da seca de 1898. Uma ressurreição de cemitérios antigo s — esqueletos redivivos, com o aspecto terroso e o fedor das covas podres. Os fantasmas estropiados como  que iam dançando, de tão trôpegos e trêmulos, num passo arrastado de quem leva as pernas, em vez de ser levado por elas. Andavam devagar , olhando para trás, como quem quer voltar . Não tinham pressa em chegar , porque não sabiam aonde iam. Expulsos de seu paraíso por espa das de fogo, iam, ao acaso, em descaminhos, no arrastão dos maus fados. Fugiam do sol e o sol guiava-os nesse forçado nomadismo. Adelgaçados na magreira cômi ca, cresciam, como se o vento os levantasse. E os braços afinados desciam-lhes aos joelhos, de mãos abanando. Vinham escoteir os. Menos os hidrópicos — de ascite consecutiva à alimentação tóxica — com os fardos das barrigas alarmantes. Não tinham sexo, nem idade, nem condição nenhuma. Eram os retirantes. Nada mais. ALMEIDA, J. A. A bagaceira . Rio de Janeiro: J. Olympio, 1978. Os recursos composicionais que inserem a obra no chamado “Romance de 30” da literatura brasileira manifestam-se aqui no(a) Adesenho cru da realidade dramática dos retirantes. Bindefinição dos espaços para efeito de generalização. Canálise psicológica da reação dos personagens à seca. Dengajamento político do narrador ante as desigualdades. Econtemplação lírica da paisagem transformada em alegoria./",Linguagens
2022,Disponível em: https://tab.uol.com.br . Acesso em: 25 ago. 2017 (adaptado). O texto sobre os chamados nativos digitais traz informações com a função de Apropor ações específicas para cada etapa da infância. Bestabelecer regras que devem ser seguidas à risca. Cexplicar os efeitos do acesso precoce à internet. Ddeterminar a incorporação de rituais à educação dos filhos. Eeducar com base em um conjunto de estratégias formativas./,Linguagens
2022,"Notas Soluços, lágrimas, casa armada , veludo preto nos portais, um homem que veio vestir o cadáver , outro que tomou a medida do caixão, caixão, essa, tocheiros, convites, convidados que entravam, lentamente, a passo surdo, e apertavam a mão à família, alguns tristes, todos sérios e calados, padre e sacristão, rezas, aspersões d’água benta, o fechar do caixão, a prego e martelo, seis pessoas que o tomam da essa, e o levantam, e o desce m a custo pela escada, não obstante os gritos, soluços e novas lágrimas da família, e vão até o coche fúnebre, e o colocam em cima e traspassam e apertam as correias, o rodar do coche, o rodar dos carros, um a um... Isto que parece um simples inventário eram notas que eu havia tomado para um capítulo triste e vulgar que não escrevo. ASSIS, M. Memórias póstumas de Brás Cubas . Disponível em: www .dominiopublico.gov .br. Acesso em: 25 jul. 2022. O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas como inventário é a Aenumeração de objetos e fatos. Bpredominância de linguagem objetiva. Cocorrência de período longo no trecho. Dcombinação de verbos no presente e no pretérito. Epresença de léxico do campo semântico de funerais./",Linguagens
2022,"Criado há cerca de 20 anos na Califórnia, o mountainboard é um esporte de aventura que utiliza uma espécie de skate off-road para realizar manobras similares às das modalidades de snowboard , surf e do próprio skate. A atividade chegou ao Brasil em 1997 e hoje possui centenas de praticantes, um circuito nacional respeitável e mais de uma dezena de pistas espalh adas pelo país. Segundo consta na história oficial, o mountainboard foi criad o por praticantes de snowboard que sentiam falta de praticar o esporte nos períodos sem neve. Para isso, eles desenvolveram um equipamento bem simples: uma prancha semelhante ao modelo utilizad o na neve (menor e um pouco menos flexível), com dois eixos bem resistentes, alças para encaixar os pés e quatro pneus com câmaras de ar para regular a velocidade que pode ser alcançada em diferentes condições. Com essa  configuração, o esporte se mostrou possível em diversos tipos de terreno : grama, terra, pedras, asfalto e areia. Além desses pisos, também é possível procurar pelas próprias trilhas para treinar as manobras. Disponível em: www .webventure.com.br . Acesso em: 19 jun. 2019. A histór ia da prática do mountainboard representa uma das principais marcas das atividades de aventura, caracterizada pela Acompetitividade entre seus praticantes. Batividade com padrões técnicos definidos. Cmodalidade com regras predeterminadas. Dcriatividade para adaptações a novos espaços. Enecessidade de espaços definidos para a sua realização./",Linguagens
2022,"Ser cronista Sei que não sou, mas tenho meditado ligeiramente no assunto. Crônica é um relato? É uma conversa? É um resumo de um estado de espíri to? Não sei, pois antes de começar a escrever para o Jornal do Brasil , eu só tinha escrito romances e contos. E também sem perceber , à medida que escrevia para aqui, ia me tornando pessoal demais, correndo o risco de em breve publicar minha vida passada e presente, o que não pretendo. Outra  coisa notei: basta eu saber que estou escreve ndo para o jornal, isto é, para algo aberto facilmente por todo o mundo, e não para um livro, que só é aberto por quem realmente quer, para que, sem mesmo sentir , o modo de escrever se transforme. Não é que me desagrade mudar , pelo contrário. Mas queria que fosse m mudanças mais profundas e interiores que não viessem a se refletir no escrever . Mas mudar só porque isso é uma coluna ou uma crônica? Ser mais leve só porqu e o leitor assim o quer? Divertir? Fazer passar uns minutos de leitura? E outra coisa: nos meus livros quero profundamente a comunicação profunda comigo e com o leitor . Aqui no jornal apenas falo com o leitor e agrada-me que ele fique agradado. Vou dizer a verdade: não estou contente. LISPECT OR, C. In: A descoberta do mundo . Rio de Janeiro: Rocco, 1999. No texto, ao refletir sobre a atividade de cronista, a autora questiona características do gênero crônica, como Arelação distanciada entre os interlocutores. Barticulação de vários núcleos narrativos. Cbrevidade no tratamento da temática. Ddescrição minuciosa dos personagens. Epúblico leitor exclusivo./",Linguagens
2022,"Projeto na Câmara de BH quer a vacinação gratuita de cães contra a leishmaniose A doença é grave e vem causando preocupação na região metropolitana da capital mineira Ela é uma doença grave, transmitida pela picada do mosquito-palha, e afeta tanto os seres humanos quanto os cach orros: a leishmaniose. Por ser um problema de saúde pública, a doença pode ganhar uma ação preventiva importante, caso um projeto de lei seja aprovado na Câmara Municipal de Belo Horizonte (CMBH). Diante do alto número de casos da doença na Grande BH, a Comissão de Saúde e Saneamento da CMBH aprovou a proposta de realização de campanhas públicas de vacinação gratuita de cães contra a leishmaniose, tema do PL  404/17, apreciado pelo colegiado em reunião ordinária, no dia 6 de dezembro. Disponível em: https://revistaencontro.com.br . Acesso em: 1 1 dez. 2017. Essa notícia, além de cumprir sua função informativa, assume o papel de Afiscalizar as ações de saúde e saneamento da cidade. Bdefender os serviços gratuitos de atendimento à população. Cconscientizar a população sobre grave problema de saúde pública. Dpropor campanhas para a ampliação de acesso aos serviços públicos. Eresponsabilizar os agentes públicos pela demora na tomada de decisões./",Linguagens
2022,"“Vida perfeita” em redes sociais pode afetar a saúde mental Nas várias redes sociais que povoam a internet, os chamados digital influencers estão sempre felizes e pregam a felicidade como um estilo de vida. Essas pessoas espalham conteúdo para milhares de seguidores, ditando tendência e mostrando um estilo de vida sonhado por muitos, como o corpo esbelto, viagens incríveis, casas deslumbrantes, carros novos e alegria em tempo integral, algo bem improvável de ocorrer o tempo  todo, aponta Carla Furtado, mestre em psicologia e fundadora do Instituto Feliciência. A problemática pode surgir com a busca incessante por essa felicidade, que gera efeitos colaterai s em quem consome diariamente a “vida perfeita” de outros. Daí vem o conceito de positividade tóxica: a expressão tem sido usada para abordar uma espécie de pressão pela adoção de um discurso positivo, aliada a uma vida editada para as redes sociais. Para manter a saúde mental e evitar ser atingido pela positividade tóxica, o uso racional das redes sociais é o mais indicado, acons elha a médica psiquiatra Renata Nayara Figueiredo, presidente da Associação Psiquiátrica de Brasília (APBr). Disponível em: https://agenciabrasil.ebc.com.br . Acesso em: 21 nov . 2021 (adaptado). Associada ao ideário de uma “vida perfeita”, a positividade tóxica mencionada no texto é um fenômeno social recente, que se constitui com base em Arepresentações estereotipadas e superficiais de felicidade. Bressignificações contemporâneas do conceito de alegria. Cestilos de vida inacessíveis para a sociedade brasileira. Datitudes contraditórias de influenciadores digitais. Epadrões idealizados e nocivos de beleza física./",Linguagens
2022,"TEXT O I EL  GRECO. Laocoonte . Óleo sobre tela, 1,37cm x 1,72cm. National Gallery of Art, W ashington,   Estados Unidos, circa  1610-1614.   Disponível em: https://images.mga.gov . Acesso em: 28 jun. 2019 (adaptado). TEXT O II Essa impression ante obra apresenta o sacerdote Laocoonte sendo punido pelos deuses por tentar alertar os troianos da ameaça do cavalo de Troia, que escondia um grupo de soldados gregos. Enviadas pelos deuses, serpentes marinhas são vistas matando Laocoonte e seus dois filhos como forma de punição. KAY, A. In: F ARTHING, S. (Org.). Tudo sobre arte . Rio de Janeiro: Sextante, 201 1 (adaptado). Produzida no início do século XVII, a obra maneirista distingue-se pela Arepresentação da nudez masculina. Bdistorção ao representar a figura humana. Cevocação de um fato da cultura clássica grega. Dpresença do tema da morte como punição da família. Eutilização da perspectiva para integrar os diferentes planos./",Linguagens
2022,"TEXT O I JUDD, D. Sem título . 1969. Disponível em: https://dasartes.com.br . Acesso em: 16 jun. 2022. TEXT O II Embora não fosse um grupo ou um movimento organizado, o Minimalismo foi um dos muitos rótulos (incluindo estruturas primárias, objetos unitários, arte ABC e Cool Art) aplicados pelos críticos para descrever estru turas aparentemente simples que alguns artistas estavam criando. Quando a arte minimalista começou a surgir , muitos críticos e um público opinativo julgaram-na fria, anônima e imperdoável. Os materiais industriais pré-fabricados frequentemente usados não pareciam “arte”. DEMPSEY , A. Estilos, escolas e movimentos . São Paulo: Cosac & Naify , 2003 (adaptado).  /De acordo com os textos I e II, compreende-se que a obra minimalista é uma Arepresentação da simplicidade pelo artista. Bexploração da técnica da escultura cubista. Cvalorização do cotidiano por meio da geometria. Dutilização da complexidade dos elementos formais. Ecombinação de formas sintéticas no espaço utilizado./",Linguagens
2022,"Firmo, o vaqueiro No dia seguinte, à hora em que saía o gado, estava eu debruça do à varanda quando vi o cafuzo que preparava o animal viajeiro: — Raimundinho, como vai ele?... De longe apontou a palhoça. — Sim. O braço caiu-lhe, olhou-me algum tempo comovido; depois, saltando para o animal, levou o polegar à boca fazendo estalar a unha nos dentes: “Às quatro horas da manhã... Atirei um verso e disse, para bulir com ele: Pega, velho! Não respondeu. Tio Firmo, mesmo velho e doente, não era homem para deixar um verso no chão... Fui ver, coitado!... estava morto”. E deu de esporas para que eu não lhe visse as lágrimas. NETT O, C. In: MARCHEZAN, L. G. (Org.). O conto regionalista . São Paulo: Martins Fontes, 2009. A passagem registra um momento em que a expressividade lírica é reforçada pela Aplasticidade da imagem do rebanho reunido. Bsugestão da firmeza do sertanejo ao arrear o cavalo. Csituação de pobreza encontrada nos sertões brasileiros. Dafetividade demonstrada ao noticiar a morte do cantador . Epreocupação do vaqueiro em demonstrar sua virilidade./",Linguagens
2022,"O bebê de tarlatana rosa — [...] Na terça desliguei-me do grupo e caí no mar alto da depravação, só, com uma roupa leve por cima da pele e todos os maus instintos fustigados. De resto a cidade inteira estava assim. É o momento em que por trás das máscaras as meninas confessam paixões aos rapazes, é o instan te em que as ligações mais secretas transparecem, em que a virgindade  é dúbia, e todos nós a achamos inútil, a honra uma caceteação, o bom senso uma fadiga. Nesse momento tudo é possível, os maior es absurdos, os maiores crimes; nesse momento há um riso que galvaniza os sentidos e o beijo se desata naturalmente. Eu estava trepidante, com uma ânsia de acanalhar-me, quase mórbida. Nada de raparigas do galarim perfumadas e por demais conhecidas, nada do contato familiar , mas o deboc he anônimo, o deboche ritual de chegar , pegar , acabar , continuar . Era ignóbil. Felizmente muita gente sofre do mesmo mal no carnaval. RIO, J. Dentro da noite . São Paulo: Antiqua, 2002. No texto, o personagem vincula ao carnaval atitudes e reações coletivas diante das quais expressa Aconsagração da alegria do povo. Batração e asco perante atitudes libertinas. Cespanto com a quantidade de foliões nas ruas. Dintenção de confraternizar com desconhecidos. Ereconhecimento da festa como manifestação cultural./",Linguagens
2022,"10 de maio Fui na delegacia e falei com o tenente. Que homem amavel! Se eu soubesse que ele era tão amavel, eu teria ido na delegacia na primeira intimação. [...] O tenente interessou- se pela educaçã o dos meus filhos. Disse-me que a favela é um ambiente propenso, que as pessoas tem mais possibilidade de delinquir do que tornar-se util a patria e ao país. Pensei: se ele sabe disto, porque não faz um relatorio e envia para os politicos? O senhor Janio Quadros, o Kubstchek e o Dr. Adhemar de Barros? Agora falar para mim, que sou uma pobre lixeira. Não posso resolver nem as minhas dificuldades. ... O Brasil preci sa ser dirigido por uma pessoa que já passou fome. A fome tambem é professora. Quem passa fome aprende a pensar no próximo, e nas crianças.     JESUS, C. M. Quarto de despejo : diário de uma favelada . São Paulo: Ática, 2014. A partir da intimação recebida pelo filho de 9 anos, a autora faz uma reflexão em que transparece a Alição de vida comunicada pelo tenente. Bpredisposição materna para se emocionar . Catividade política marcante da comunidade. Dresposta irônica ante o discurso da autoridade. Enecessidade de revelar seus anseios mais íntimos./",Linguagens
2022,"Vanda vinha do interior de Minas Gerais e de dentro de um livro de Charles Dickens. Sem dinheiro para criá-la, sua mãe a dera, com seus sete anos, a uma conhecida. Ao recebê-la, a mulher perguntou o que a garotinha gostava de comer . Anotou tudo num papel. Mal a mãe virou as costas, no entanto, a fulana amassou a lista e, como uma vilã de folhe tim, decretou: “A partir de hoje, você não vai mais nem sentir o cheiro dessas comidas!”. Vanda trabalhou  lá até os quinze anos, quando recebeu a carta de uma prima com uma nota de cem cruzeiros, saiu de casa com a roupa do corpo e fugiu num ônibus para São Paulo. Todas as vezes que eu e minha  irmã a importunávamos com nossas demandas de criança mimada, ela nos contava histórias da infância de gata-borralheira, fazia-nos apertar seu nariz quebrado por uma das filhas da “patroa” com um rolo de amassar pão e nos expulsava da cozinha: “Sai pra lá, peste, e me deixa acabar essa janta”. PRATA, A. Nu de botas . São Paulo: Cia. das Letras, 2013 (adaptado). Pela ótica do narrador , a trajetória da empregada de sua casa assume um efeito expressivo decorrente da Acitação a referências literárias tradicionais. Balusão à inocência das crianças da época. Cestratégia de questionar a bondade humana. Ddescrição detalhada das pessoas do interior . Erepresentação anedótica de atos de violência./",Linguagens
2022,"TEXT O I  SILVEIRA, R. In absentia , 1983. Instalação, 17ª Bienal de São Paulo. Disponível em: www .bienal.org.br . Acesso em: 1 set. 2016 (adaptado). TEXT O II O termo ready-made foi criado por Marcel Duchamp (1887-1968) para designar um tipo de objeto, por ele inventado , que consiste em um ou mais artigos de uso cotidiano, produzidos em massa, selecionados sem critérios estéticos e expostos como obras de arte em espaços  especializados (museus e galerias). Seu primeiro ready-made , de 1912, é uma roda de bicicleta montada sobre um banqu inho (Roda de bicicleta ). Ao transformar qualquer objeto em obra de arte, o artista realiza uma crítica radical ao sistema da arte. Disponível em: www .bienal.org.br . Acesso em: 1 set. 2016 (adaptado).  /A instalação In absentia propõe um diálogo com o ready-made Roda de bicicleta , demonstrando que Aas formas de criticar obras do passado se repetem. Ba recorrência de temas marca a arte do final do século XX. Cas criações desmistificam os valores estéticos estabelecidos. Do distanciamento temporal permite a transformação dos referenciais estéticos. Eo objeto ausente sugere a degradação da forma superando o modelo artístico./",Linguagens
2022,"O Recife fervilhava no começo da década de 1990, e os artistas trabalhavam para resgatar o prestígio da cultura pernambucana. Era preciso se inspirar , literalmente, nas raízes sobre as quais a cidade se construiu. Foi aí que, em 1992, com a publicação de um manifesto escrito  pelo músico e jornalista Fred Zero Quatro, da banda Mundo Livre S/A, nasceu o manguebeat. O nome vem de “mangue”, vegetação típica da região, e “beat”, para representar as batidas e as influências musicais que o movimento abraçaria a partir dali. Era a hora e a vez de os caranguejos  — aos quais os músicos recifenses gostavam de se comparar — mostrarem as caras: o maracatu e suas alfaias se misturaram com as batidas do hip-hop, as guitarras do rock, elementos eletrônicos e o sotaque recifense de Chico Science. A busca pelo novo rendeu uma perspectiva diferente do Brasil ao olhar para o Recife. A cidade deixou de ser o lugar apenas do frevo e do carnaval, transformando-se na ebulição musical que continua a acontece r mesmo após os 25 anos do lançamento do primeiro disco da Nação Zumbi, Da lama ao caos . FORCIONI, G. et al. O mangue está de volta. Revista Esquinas , n. 87, set. 2019 (adaptado). Chico Science foi fundamental para a renovação da música pernambucana, fato que se deu pela Autilização de aparelhos musicais eletrônicos em lugar dos instrumentos tradicionais. Bocupação de espaços da natureza local para a produção de eventos musicais memoráveis. Csubstituição de antigas práticas musicais, como o frevo, por melodias e harmonias inovadoras. Drecuperação de composições tradicionais folclóricas e sua apresentação em grandes festivais. Eintegração de referenciais culturais de diferentes origens, criando  uma nova combinação estética./Redação Instruções - R edação INSTRUÇÕES P ARA A  REDAÇÃO 1.O rascunho da redação deve ser feito no espaço apropriado. 2.O texto definitivo deve ser escrito à tinta preta, na folha própria, em até 30 linhas. 3.A redação que apresentar cópia dos textos da Proposta de Redação ou do Caderno de Questões terá o número de linhas copiada s desconsiderado para a contagem de linhas. 4.Receberá nota zero, em qualquer das situações expressas a seguir , a redação que:  4.1. tiver até 7 (sete) linhas escritas, sendo considerada “texto insuficiente”; 4.2. fugir ao tema ou não atender ao tipo dissertativo-argumentativo; 4.3. apresentar parte do texto deliberadamente desconectada do tema proposto; 4.4. apresentar nome, assinatura, rubrica ou outras formas de identificação no espaço destinado ao texto./Proposta - R edação TEXT O I Você sabe quais são as comu nidades e os povos tradicionais brasileiros? Talvez indígenas e quilombolas sejam os primeiros que passam pela cabeça, mas, na verdade, além deles, existem 26 reconhecidos oficialmente e muitos outros que ainda não foram incluídos na legislação. São pescadores artesanais, quebradeiras de coco babaçu, apanhadores de flores sempre-vivas, caatingueiros, extrativistas, para citar alguns, todos considerados culturalmente diferenciados, capazes de se reconhecerem entre si. Para uma pesquisadora da UnB, essas populações consideram a terra como uma mãe, e há uma relação de reciprocidade com a natureza. Nessa troca, a natureza fornece “alimento, um lugar saudável para habitar , para ter água. E elas se responsabilizam por cuidar dela, por tirar dela apenas o suficiente para viver bem e respeitam o tempo de regeneração da própria natureza”, diz. Disponível em: https://g1.globo.com. Acesso em: 17 jun. 2022 (adaptado). TEXT O II Povos tradicionais do Brasil   Estados com a maior concentração de famílias Povos de terreiro BA PI CE1.883 856 603 Fonte: Ministério Público Federal. Infográfico elaborado em: 25/10/2019.Quilombola BA MA PA43.009 39.316 15.282 Cigano BA GO MG1.538 643 556Ribeirinho PA AM BA50.314 16.507 9.670 Extrativista PA AM MA11.826 9.772 7.190Pescador PA MA BA40.123 33.085 30.920AM MS RR43.264 21.507 15.316Indígena Disponível em: https://g1.globo.com. Acesso em: 17 jun. 2022 (adaptado).   TEXT O III Povos e comunidades tradicionais O Minis tério do Desenvolvimen to Social (MDS) preside, desde 2007, a Comissão Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (CNPCT), criada  em 2006. Fruto dos trabalhos da CNPCT , foi instituída, por meio do Decreto nº 6.040, de 7 de fevereiro de 2017, a Política Naciona l de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (PNPCT). A PNPCT foi criada em um contexto de busca de reconhecimento e preservação de outras formas de organização social por parte do Estado. Disponível em: http://mds.gov .br. Acesso em: 17 jun. 2022 (adaptado).  /TEXT O IV Carta da Amazônia 2021 Aos participantes da 26ª Conferência das Nações Unidas sobre Mudanças Climáticas (COP26) Não podia ser mais estratégico para nós, Povos Indígenas, Populações e Comunidades Tradicionais brasileiras, reafirmarmos a defesa da sociobiodiversidade amazônica neste momento em que o mundo volta a debater a crise climática na COP26. Uma crise que atinge, em todos os contextos, os viventes da T erra! Nossos territórios protegidos e direitos respeitados são as reivindicações dos movimentos sociais e ambientais brasileiros. Não compactuamos com qualqu er tentativa e estratégia baseada somente na lógica do merc ado, com empresas que apoiam legislações ambientais que ameaçam nossos direitos e com mecanismos de financiamento que não condizem com a realidade  dos nossos territórios. Propomos o que temos de melhor: a experiência das nossas sociedades e culturas históricas, const ruídas com base em nossos saberes tradicionais e ancestrais, além de nosso profundo conhecimento da natureza. Inovação, para nós, não pode resultar em processos que venham a ameaçar nossos territórios, nossas formas tradicionais e harmônicas de viver e produzir . Amazônia, Brasil, 20 de outubro de 2021. Entidades signatárias:  CNS; Coiab; Conaq; MIQCB; Coica; ANA  Amazônia e Confrem Disponível em: https://s3.amazonaws.com. Acesso em: 17 jun. 2022 (adaptado). PROPOST A DE REDAÇÃO A partir da leitura dos textos motivadores e com base nos conhecimentos construídos ao longo de sua formação, redija um texto dissertativo-argumentativo  em modalidade escrita formal da língua portuguesa sobre o tema “Desafios para a valorização de comunidades e povos tradicionais no Brasil”, apresentando proposta de intervenção que respeite os direitos humanos. Selecione, organize e relacione, de forma coerente e coesa, argumentos e fatos para a defesa de seu ponto de vista./Ciências Humanas e suas T ecnologias",Linguagens
2022,"Espera, resignado, o dia 13 daquele mês porque, em tal data, usança avoenga lhe faculta sondar o futuro, interrog ando a providência. É a experiência tradicional de Santa Luzia. No dia 12 ao anoitecer expõe ao relento, em linha, seis pedrinhas de sal, que representam, em ordem sucessiva da esquerda para a direita, os seis meses vindouros, de janeiro a junho. Ao alvorecer de 13 observa-as: se estão intactas, pressagiam a seca; se a primeira apenas se deliu, transmudada em aljôfar límpido, é certa a chuva em janeiro; se a segunda, em fevereiro; se a maioria ou todas, é inevitável o inverno benfazejo. Esta experiência é belíssima. CUNHA, E. Os sertões . São Paulo: Editora T rês, 1984. No expe rimento descrito, a relação com a paisagem e com a religiosidade permite que o sertanejo seja Aafeito à devoção ao aceitar destinos sacralizados. Bacostumado à pobreza ao admitir acasos naturais. Chabituado ao solo ao conhecer terrenos cultiváveis. Díntimo à Caatinga ao interpretar condições ambientais. Epróximo à vegetação ao identificar espécies arbustivas./",Ciências Humanas
